TEMPO;LOAD;FIO2;FEO2;FECO2;FETO2;FETCO2;VE;TI;TE;HR;VO2
854.0;300;20.77;14.5096322241681;6.14127262113252;13.01;7.39;79.707453721802;1.177;1.454;154;3965.44429708457
856.0;300;20.76;14.4734601192166;6.1793925631564;12.93;7.43;79.9880630862917;1.208;1.488;154;3996.09107856341
859.0;300;20.76;14.4497742663657;6.19638826185102;12.89;7.45;80.4052104572785;1.208;1.49;154;4035.19330272896
861.0;300;20.75;14.5036252091467;6.16006692693809;12.95;7.42;82.2112873707593;1.195;1.475;154;4080.81933604218
864.0;300;20.75;14.5573212258797;6.12372304199773;13.05;7.37;82.8375689310692;1.162;1.442;154;4072.59946125696
867.0;300;20.76;14.5701096364686;6.12810155799192;13.12;7.35;82.6807355325517;1.185;1.381;154;4060.92557252665
869.0;300;20.77;14.5548045841904;6.14751689685572;13.15;7.35;82.1381893443386;1.219;1.317;154;4050.47769857681
872.0;300;20.77;14.5557821147684;6.16953102242936;13.18;7.35;81.9574066509722;1.28;1.284;155;4038.21318129123
874.0;300;20.77;14.5525629887055;6.18013321749204;13.18;7.36;82.0508614015241;1.292;1.284;155;4045.98433610381
877.0;300;20.76;14.5441513761468;6.19266055045872;13.14;7.38;82.6579243226807;1.292;1.291;156;4074.73859696259
879.0;300;20.75;14.6012443438914;6.1368778280543;13.17;7.35;85.1804669369713;1.235;1.306;156;4154.74491210968
882.0;300;20.75;14.6909090909091;6.06433566433566;13.23;7.3;87.7781033716201;1.167;1.326;157;4214.98088211868
884.0;300;20.76;14.770002787845;5.99665458600502;13.3;7.24;89.6917274084105;1.106;1.342;157;4255.99865098649
886.0;300;20.76;14.7755331088664;5.99326599326599;13.31;7.23;89.4454637683357;1.098;1.341;157;4237.50505581631
889.0;300;20.77;14.7738128687834;5.98763697667884;13.33;7.21;89.7986104912046;1.1;1.326;157;4266.01842806728
891.0;300;20.77;14.8031276179838;5.97039932979615;13.37;7.19;91.2185102790757;1.093;1.31;157;4308.88656983676
893.0;300;20.78;14.8385316036434;5.95914987579354;13.42;7.18;92.5966428671436;1.092;1.303;157;4354.07856845923
896.0;300;20.79;14.8726376335251;5.94631607778691;13.46;7.17;94.1773616986664;1.086;1.287;158;4407.13593482368
898.0;300;20.8;14.9222373806276;5.9181446111869;13.52;7.14;95.8717261252132;1.076;1.264;158;4454.67702606738
900.0;350;20.81;14.9794012633892;5.89123867069486;13.59;7.12;96.6482069177445;1.068;1.238;159;4448.04327944016
902.0;350;20.82;15.03081232493;5.86834733893557;13.66;7.08;96.2664117295774;1.056;1.214;160;4393.39558798558
904.0;350;20.82;15.0853835021708;5.82923299565847;13.75;7.03;95.4787547639049;1.04;1.175;161;4308.18849754963
907.0;350;20.83;15.1360141927853;5.80425783560024;13.84;6.98;94.6147204954972;1.053;1.135;162;4234.03449428739
909.0;350;20.85;15.185628742515;5.78443113772455;13.91;6.94;93.9982202197508;1.071;1.104;162;4177.51412073325
911.0;350;20.86;15.2111838191553;5.77929803688281;13.95;6.93;93.9693059940249;1.088;1.102;163;4161.54886433636
914.0;350;20.87;15.2134236090668;5.77274065351781;13.94;6.94;94.2589209800874;1.08;1.126;164;4181.92352989104
916.0;350;20.87;15.1750640478224;5.79276971249644;13.87;6.98;94.231246241028;1.1;1.182;164;4213.94176163908
919.0;350;20.87;15.1149266131266;5.81002492384381;13.75;7.03;93.8176666708272;1.104;1.252;165;4250.51157663539
921.0;350;20.86;15.0646900269542;5.81940700808625;13.65;7.06;94.2300219281218;1.1;1.31;166;4307.3749901343
923.0;350;20.86;15.0226003722414;5.81760170167509;13.56;7.08;94.8171890674294;1.086;1.342;166;4375.32058063688
926.0;350;20.86;14.9973725696269;5.81713084603258;13.52;7.08;95.4406590616524;1.093;1.348;167;4431.3770258038
928.0;350;20.85;14.982953055337;5.81169682664569;13.51;7.07;96.1281419606775;1.084;1.344;167;4470.94649560245
931.0;350;20.84;14.9791013584117;5.80721003134796;13.53;7.06;97.2674553418223;1.072;1.337;167;4521.65362612433
933.0;350;20.83;14.9481865284974;5.82901554404145;13.52;7.08;97.6347376967038;1.08;1.34;168;4557.89541659616
936.0;350;20.83;14.9028132992327;5.87468030690537;13.49;7.12;97.2913154549213;1.114;1.346;168;4578.23932158889
938.0;350;20.83;14.8414695520886;5.926019124308;13.42;7.17;97.4966599736485;1.144;1.351;168;4636.73841691612
941.0;350;20.83;14.7870741482966;5.98446893787575;13.36;7.22;96.4689980733371;1.201;1.332;168;4628.93699751135
943.0;350;20.83;14.7621444752077;6.01308834633778;13.35;7.23;96.3903904948043;1.228;1.295;168;4641.10074210753
946.0;350;20.84;14.7898089171975;6.01019108280255;13.39;7.23;96.1019229028126;1.242;1.258;168;4609.73179703954
948.0;350;20.84;14.8627853295717;5.96819697358297;13.48;7.19;97.9332418730522;1.203;1.234;168;4636.23133293137
950.0;350;20.83;14.9279093717817;5.94490216271885;13.55;7.19;98.3637315708329;1.186;1.231;168;4589.08883110603
953.0;350;20.83;14.981986618631;5.91868244981987;13.61;7.17;100.408426356449;1.139;1.23;168;4635.73448205135
955.0;350;20.83;15.0141206675225;5.90757381258023;13.64;7.18;102.106408899864;1.107;1.228;168;4683.82901073438
957.0;350;20.83;15.0412371134021;5.89432989690722;13.68;7.16;104.212502651714;1.068;1.211;168;4754.79986886504
960.0;350;20.84;14.9817708333333;5.96614583333333;13.64;7.2;101.271795307536;1.138;1.183;169;4674.96974055508
962.0;350;20.84;14.8998418555614;6.04902477596205;13.59;7.26;98.5722036414064;1.204;1.152;169;4611.13273198177
964.0;350;20.85;14.8307773664728;6.12109994711793;13.54;7.31;96.4991974942949;1.269;1.13;170;4575.8599693509
967.0;350;20.85;14.8299499077248;6.12443975744793;13.54;7.32;96.7798667625226;1.263;1.136;170;4589.59702637517
969.0;350;20.85;14.8519779931884;6.11736966203825;13.55;7.32;97.1896731880082;1.258;1.146;170;4591.55971113871
971.0;350;20.85;14.9451983298539;6.03862212943633;13.61;7.27;100.454880334859;1.175;1.16;170;4668.60839317762
973.0;350;20.85;15.0601779173208;5.93668236525379;13.71;7.19;104.488625021563;1.084;1.155;169;4757.66372040085
975.0;350;20.85;15.1878119254006;5.83399001838718;13.83;7.11;108.386911714119;0.995;1.155;169;4819.47157501991
977.0;350;20.84;15.2309316442333;5.80364212193191;13.89;7.08;108.683249625045;0.986;1.148;169;4781.49598269337
979.0;350;20.83;15.2559366754617;5.80211081794195;13.92;7.07;109.223759941482;0.978;1.146;169;4769.72170755954
981.0;350;20.82;15.2620489860416;5.80458256518304;13.94;7.07;109.528626779801;0.975;1.147;169;4769.84303568988
984.0;350;20.81;15.2649527806926;5.81584470094439;13.95;7.07;109.909522969695;0.975;1.148;169;4772.47136701777
986.0;350;20.79;15.2714398111723;5.81956464725938;13.96;7.07;110.145884228657;0.978;1.141;170;4755.06369983673
988.0;350;20.78;15.2771210927239;5.83399001838718;13.96;7.07;110.703971584492;0.982;1.123;170;4758.12949810764
990.0;350;20.78;15.2850013133701;5.84449697924875;13.97;7.07;110.967552469217;0.99;1.11;171;4758.25901878687
992.0;350;20.77;15.2880820836622;5.85898447776901;13.96;7.08;111.110120195886;0.994;1.1;171;4746.04124651772
994.0;350;20.77;15.2882337457226;5.87786259541985;13.95;7.09;110.261815485283;1.005;1.104;171;4705.01484812848
997.0;350;20.77;15.2289473684211;5.93947368421053;13.88;7.14;107.537392637228;1.049;1.114;171;4638.50311424412
999.0;350;20.77;15.1241181081787;6.02299451267311;13.78;7.23;104.485320473947;1.106;1.136;172;4596.79017876281
1002.0;350;20.78;15.0064716541548;6.09370955216153;13.68;7.3;101.922284255866;1.16;1.16;172;4600.4001342972
1004.0;350;20.78;14.9386189258312;6.12020460358056;13.62;7.34;101.370875061036;1.183;1.178;172;4640.14962441055
1006.0;350;20.78;14.9569402228977;6.08662613981763;13.64;7.31;102.660437477421;1.178;1.176;172;4690.80484480916
1008.0;350;20.78;15.0580221997982;5.99646821392533;13.74;7.23;106.328682066449;1.125;1.157;172;4771.32135135403
1010.0;350;20.78;15.2399086062452;5.85173902005585;13.93;7.09;111.884810709557;1.04;1.115;172;4850.25896046761
1011.0;350;20.78;15.434894493052;5.71538857436953;14.12;6.95;117.176138935185;0.959;1.071;172;4882.74771272499
1013.0;350;20.79;15.5806028833552;5.62516382699869;14.28;6.86;119.631942373078;0.917;1.035;172;4843.28485065063
1016.0;350;20.79;15.6221689315215;5.61417532640554;14.34;6.85;118.783062941481;0.908;1.026;172;4758.1599657817
1018.0;350;20.81;15.5811462238886;5.6561328334226;14.32;6.89;116.912238786421;0.916;1.039;172;4741.58057331791
1021.0;400;20.82;15.4360620652755;5.7784911717496;14.19;6.99;111.450692884024;1.001;1.052;172;4662.40700297517
1023.0;400;20.84;15.2746086495092;5.8981162111966;14.05;7.1;107.105768979857;1.085;1.069;172;4647.21419182507
1024.0;400;20.85;15.1428571428571;5.98677248677249;13.94;7.16;104.601786599046;1.154;1.058;173;4665.98896988365
1027.0;400;20.84;15.0936037441498;6.0114404576183;13.87;7.18;105.569105562314;1.152;1.078;173;4746.71777778678
1029.0;400;20.83;15.0646997929607;6.00931677018634;13.83;7.17;106.8779534069;1.141;1.072;173;4831.19513501847
1031.0;400;20.8;15.1235203293875;5.93926917138446;13.86;7.12;110.584640650129;1.064;1.087;174;4921.55165504899
1032.0;400;20.78;15.2301690507152;5.83094928478544;13.97;7.02;114.864760365104;0.985;1.064;174;4996.26293773881
1034.0;400;20.77;15.3592736705577;5.73800259403372;14.09;6.94;118.816721121206;0.918;1.068;174;5028.5080026849
1036.0;400;20.78;15.4264782836211;5.68812140240712;14.18;6.89;119.484183566537;0.924;1.034;174;5002.7632243206
1038.0;400;20.79;15.5188679245283;5.64727463312369;14.27;6.85;120.465581706091;0.928;1.011;174;4951.97644390075
1040.0;400;20.8;15.5986376735656;5.61435682473147;14.37;6.8;122.134853290105;0.932;0.981;174;4941.44724527494
1042.0;400;20.81;15.6435643564356;5.61490359562272;14.4;6.79;122.678545209956;0.935;0.98;174;4920.65326723048
1044.0;400;20.81;15.6573808903931;5.62874251497006;14.41;6.8;123.031422461879;0.938;0.973;175;4914.16854718768
1046.0;400;20.8;15.6879543094496;5.61786085150571;14.43;6.8;123.577764098076;0.934;0.974;175;4891.35146650975
1048.0;400;20.8;15.701821914293;5.61714139081345;14.43;6.8;123.66038756501;0.943;0.986;175;4878.67092287893
1050.0;400;20.8;15.6932453021838;5.62214321990858;14.42;6.81;123.615669570889;0.952;0.998;175;4889.97959491383
1052.0;400;20.8;15.662893081761;5.63270440251572;14.4;6.83;123.761636851533;0.958;1.008;175;4929.2685555569
1054.0;400;20.81;15.6349601593626;5.64243027888446;14.37;6.85;124.405387702653;0.957;1.019;175;5000.7477869219
1056.0;400;20.81;15.6048287755605;5.66149297856615;14.35;6.87;125.546809996207;0.95;1.029;175;5075.56871008059
1058.0;400;20.81;15.5847313396548;5.68441526866035;14.33;6.89;126.641123460274;0.95;1.038;175;5140.66718178772
1060.0;400;20.81;15.5859750240154;5.70124879923151;14.32;6.91;127.505920784377;0.955;1.044;175;5168.10370838939
1062.0;400;20.81;15.5962219598583;5.70484061393152;14.31;6.93;127.699677918299;0.975;1.055;176;5163.35022847565
1064.0;400;20.81;15.6287985039738;5.6919121084619;14.33;6.94;128.238215992262;0.988;1.054;176;5147.56761949416
1066.0;400;20.81;15.6704624680456;5.66813850801766;14.37;6.93;128.735445969081;1.003;1.043;176;5123.45756135596
1068.0;400;20.82;15.740350877193;5.6187134502924;14.46;6.89;130.059047121577;0.995;1.017;176;5111.10686090581
1070.0;400;20.82;15.812308417826;5.57651497288375;14.55;6.84;130.648019461156;0.988;0.999;177;5050.97187830952
1072.0;400;20.83;15.8597662771285;5.55926544240401;14.6;6.81;130.815222583057;0.968;0.994;177;5009.00270017917
1074.0;400;20.83;15.8403665300217;5.5944055944056;14.58;6.84;128.854691156508;0.968;1.002;177;4945.51944941418
1076.0;400;20.83;15.7892168821664;5.63552085874604;14.53;6.87;127.427929719127;0.964;1.005;177;4943.85708265069
1079.0;400;20.83;15.6732186732187;5.73218673218673;14.43;6.95;122.845395738152;1.024;1.004;177;4886.03691059592
1081.0;400;20.83;15.5482134116495;5.82721488007832;14.32;7.03;120.302955849331;1.077;1.002;177;4912.28636882206
1083.0;400;20.82;15.4470758820686;5.90623489608507;14.24;7.09;118.638332007291;1.139;0.996;177;4937.19937323353
1085.0;400;20.82;15.4566966398486;5.89682915286323;14.25;7.08;121.674244323327;1.14;0.986;177;5056.44397727306
1086.0;400;20.82;15.5208333333333;5.84722222222222;14.33;7.02;125.027572823824;1.138;0.977;177;5130.98922889153
1088.0;400;20.81;15.6446469248292;5.75170842824601;14.45;6.93;131.274116088278;1.073;0.974;177;5239.17661448582
1090.0;400;20.81;15.7687940040881;5.65296388825801;14.58;6.83;136.67031644975;1.011;0.961;178;5313.1031443632
1092.0;400;20.81;15.8891928864569;5.55175558595531;14.72;6.74;141.899191315676;0.946;0.946;178;5372.11245886344
1094.0;400;20.82;15.9723183391003;5.4878892733564;14.83;6.67;143.433236627197;0.928;0.922;178;5340.33526245777
1095.0;400;20.81;16.0416666666667;5.437734082397;14.92;6.62;144.472468818248;0.91;0.9;178;5278.10952197729
1097.0;400;20.81;16.1179828734539;5.38534728829686;15.02;6.54;145.632593255481;0.89;0.877;178;5226.79548515793
1099.0;400;20.81;16.1930036188179;5.34620024125452;15.1;6.49;144.241795762705;0.878;0.881;178;5078.74723366558
1101.0;400;20.81;16.2172742843161;5.34866650354784;15.11;6.49;141.98130342033;0.87;0.892;178;4965.0043084355
1102.0;400;20.81;16.1911837543338;5.38632986627043;15.06;6.53;138.549157651009;0.872;0.912;178;4871.3648376537
1104.0;400;20.81;16.1202594810379;5.44161676646707;14.98;6.6;136.146145823279;0.878;0.924;178;4869.70907902741
1106.0;400;20.82;16.0444222610432;5.47791365111056;14.89;6.65;134.618080876887;0.884;0.938;178;4920.27447520683
1108.0;400;20.82;15.9697420634921;5.50843253968254;14.82;6.7;135.756011415968;0.878;0.94;179;5055.61383828659
1110.0;400;20.82;15.9405697445973;5.49115913555992;14.81;6.69;138.396938028149;0.873;0.928;179;5201.04652049222
1111.0;400;20.82;15.9548104956268;5.46161321671526;14.84;6.67;141.46332829119;0.869;0.912;179;5306.45970791384
1113.0;400;20.82;15.9927448609432;5.42926239419589;14.87;6.64;143.08038699151;0.87;0.899;179;5322.8173969439
1115.0;400;20.82;16.0256720755631;5.42019859530153;14.9;6.64;144.259095943385;0.865;0.887;179;5321.52377617632
1116.0;400;20.81;16.0665362035225;5.39872798434442;14.95;6.61;145.314905948015;0.856;0.866;179;5291.99857067867
1118.0;400;20.81;16.1252785342907;5.36271354295618;15.02;6.56;146.118740345899;0.844;0.848;179;5245.10633438615
1120.0;400;20.81;16.179718875502;5.31375502008032;15.1;6.5;146.995949845009;0.826;0.833;179;5210.46959583563
1121.0;400;20.81;16.2335025380711;5.25634517766497;15.18;6.43;147.86816584608;0.805;0.826;179;5181.95248053132
1123.0;400;20.81;16.2990510387279;5.18338035393691;15.28;6.34;148.792587558995;0.79;0.814;179;5139.02617632934
1124.0;400;20.81;16.3775245986535;5.1009839461419;15.38;6.24;149.999040645778;0.779;0.797;179;5088.17829291883
1126.0;400;20.81;16.4690519717942;5.02219900757378;15.49;6.15;151.114449603038;0.77;0.781;179;5011.94258865079
1127.0;400;20.81;16.5421052631579;4.96842105263158;15.58;6.09;152.32703357847;0.759;0.768;179;4957.42466986392
1129.0;400;20.81;16.6066225165563;4.92715231788079;15.65;6.05;153.333175101381;0.749;0.758;179;4900.51505275989
1130.0;400;20.82;16.641810918775;4.90545938748336;15.69;6.03;154.054200107606;0.741;0.751;179;4891.12403517275
1132.0;400;20.82;16.6791544019267;4.89162429756489;15.72;6.02;153.934765191816;0.736;0.75;180;4833.48555303417
1133.0;400;20.82;16.6935483870968;4.88709677419355;15.73;6.03;153.855720949588;0.733;0.747;180;4809.64720227449
1134.0;400;20.83;16.7232551872811;4.86661277283751;15.76;6.01;153.899433782273;0.732;0.744;180;4786.90877910535
1136.0;400;20.83;16.7466307277628;4.8355795148248;15.79;5.99;154.907471246094;0.73;0.736;180;4792.2845522832
1137.0;400;20.84;16.7940780619112;4.79676985195155;15.84;5.94;154.694156412301;0.732;0.738;180;4740.45094149624
1139.0;400;20.84;16.8211206896552;4.765625;15.88;5.91;155.627928546916;0.723;0.737;180;4734.08247844613
