TEMPO;LOAD;FIO2;FEO2;FECO2;FETO2;FETCO2;VE;TI;TE;HR;VO2
627.0;300;20.74;16.8510765550239;4.47667464114833;15.92;5.48;111.795198229718;0.944;0.887;139;3275.6558094902
629.0;300;20.74;16.8563845473312;4.50014744913005;15.92;5.49;111.719068515893;0.961;0.897;140;3263.13358205857
630.0;300;20.73;16.8641830448812;4.50278674097976;15.92;5.5;112.919841593089;0.953;0.895;140;3277.95130970178
632.0;300;20.71;16.9072769953052;4.46596244131455;15.96;5.46;114.812687971351;0.926;0.891;141;3269.66545858547
634.0;300;20.69;16.9217028877642;4.45370646025603;16;5.43;114.997318937284;0.928;0.86;141;3240.20802236986
635.0;300;20.69;16.9629854368932;4.41444174757282;16.05;5.38;115.953318042882;0.912;0.828;142;3227.48360927328
637.0;300;20.69;16.9807213930348;4.375;16.08;5.35;116.970716451544;0.885;0.798;142;3242.81150737489
638.0;300;20.69;16.9943289224953;4.33837429111531;16.1;5.33;118.325676336449;0.846;0.796;143;3272.33100613786
640.0;300;20.69;16.9478672985782;4.35387045813586;16.07;5.36;117.275933149939;0.844;0.808;143;3293.78436786514
642.0;300;20.7;16.909375;4.365625;16.02;5.4;117.717730929456;0.828;0.836;143;3360.83419098069
644.0;300;20.69;16.887171561051;4.36476043276662;15.98;5.43;118.365072904681;0.813;0.86;143;3397.12686561616
645.0;300;20.69;16.8890255149093;4.34368275438057;15.96;5.43;119.237487982653;0.792;0.878;143;3425.321459444
647.0;300;20.69;16.8879283729546;4.33775856745909;15.96;5.44;118.582308522646;0.793;0.879;143;3406.4086460996
648.0;300;20.69;16.9040150564617;4.32245922208281;15.98;5.42;118.414894190301;0.782;0.866;143;3384.99436833164
650.0;300;20.69;16.9340069466372;4.31638774865804;15.99;5.42;119.520510483271;0.768;0.854;143;3381.38720932314
652.0;300;20.69;16.9648462021343;4.3157564344005;16.01;5.41;120.534807902008;0.766;0.852;143;3373.60862865946
653.0;300;20.69;16.9898430286242;4.33056325023084;16.02;5.42;121.343350854605;0.781;0.858;143;3363.86968660103
655.0;300;20.69;16.9954614220877;4.33585476550681;16.04;5.41;121.580343975579;0.8;0.864;143;3364.21103206506
657.0;300;20.69;16.9703264094955;4.37982195845697;16.02;5.44;121.061356620176;0.836;0.868;143;3373.43613417247
659.0;300;20.7;16.9251023990638;4.41193680514921;16;5.47;120.730978790986;0.868;0.865;143;3424.2352016188
660.0;300;20.7;16.9086176980914;4.42741469057259;16;5.46;122.003063428306;0.887;0.848;143;3477.78977542799
662.0;300;20.7;16.9407705577918;4.39045428407131;16.05;5.41;125.087884518083;0.876;0.826;143;3536.22266010162
664.0;300;20.71;16.971951917573;4.37607326846022;16.09;5.37;126.331359108748;0.893;0.8;143;3546.38772094263
665.0;300;20.71;17.0126146788991;4.34633027522936;16.14;5.32;127.317657513781;0.892;0.785;144;3530.43513684528
667.0;300;20.72;17.0195627157653;4.35270425776755;16.16;5.32;125.458227010384;0.917;0.779;144;3480.86520176858
669.0;300;20.73;17.0188133140376;4.35021707670043;16.16;5.34;125.217096144382;0.904;0.785;144;3485.00904412976
670.0;300;20.74;16.9846332270223;4.39257755871267;16.12;5.39;122.604178900907;0.926;0.796;144;3455.02078901523
672.0;300;20.75;16.9976771196283;4.37862950058072;16.12;5.4;124.156849214926;0.89;0.808;144;3498.1641241476
674.0;300;20.75;17.026558891455;4.34757505773672;16.13;5.39;125.841302295912;0.866;0.819;145;3515.12745301962
675.0;300;20.75;17.1021582733813;4.28489208633094;16.18;5.33;129.625801212387;0.816;0.825;145;3539.96366147204
677.0;300;20.76;17.1412169919633;4.25947187141217;16.22;5.31;130.279082938471;0.808;0.829;145;3527.17222412039
679.0;300;20.76;17.1791173925584;4.23997692529564;16.24;5.3;130.600759402376;0.792;0.833;145;3491.03423962293
680.0;300;20.76;17.1720957048141;4.25771115595272;16.23;5.33;129.559890463104;0.799;0.84;146;3467.44248401275
682.0;300;20.76;17.1639202081526;4.27002023706274;16.22;5.35;128.55891212398;0.802;0.845;146;3447.50150738596
684.0;300;20.77;17.1221178479932;4.32109308283518;16.17;5.4;126.793656929654;0.832;0.864;147;3453.20947150412
686.0;300;20.77;17.0667038794306;4.3901758303098;16.11;5.46;123.773683723773;0.878;0.894;147;3423.07143110452
688.0;300;20.77;16.9861525929948;4.47461308715721;16.03;5.53;121.208757831644;0.931;0.929;147;3430.44548852353
690.0;300;20.77;16.9199785177229;4.55424274973147;15.96;5.59;117.746917143736;0.99;0.946;148;3391.39411973665
692.0;300;20.76;16.8582887700535;4.61764705882353;15.89;5.64;115.859029914781;1.028;0.948;148;3381.67406236627
693.0;300;20.76;16.8386746333514;4.6279196089082;15.88;5.63;115.701784572266;1.028;0.92;148;3396.10012085011
695.0;300;20.77;16.8652993348115;4.57594235033259;15.93;5.57;118.740482828284;0.976;0.884;148;3477.12853038598
697.0;300;20.78;16.9348876883708;4.48393517202161;16.02;5.48;122.461259973281;0.922;0.836;148;3532.39312170117
698.0;300;20.79;17.008350129571;4.39101641232364;16.12;5.38;126.845771688163;0.864;0.812;148;3602.62028561533
700.0;300;20.8;17.0749279538905;4.31700288184438;16.22;5.3;130.392801527999;0.83;0.799;149;3647.87511486762
702.0;300;20.8;17.1160508083141;4.28117782909931;16.28;5.25;131.295724067252;0.82;0.795;149;3629.4037516417
704.0;300;20.81;17.0858629661752;4.3394044521538;16.27;5.28;126.033647778687;0.901;0.779;149;3519.18881378896
705.0;300;20.81;17.0282881306503;4.41819772528434;16.23;5.34;121.329555876124;0.974;0.756;149;3436.94619584127
707.0;300;20.81;16.9889018691589;4.46845794392523;16.2;5.39;119.494906251584;1.022;0.732;150;3419.31716963834
708.0;300;20.81;17.0128730251609;4.44997074312463;16.2;5.39;121.361244921565;1.01;0.714;150;3447.80091845869
710.0;300;20.81;17.0721769499418;4.39173457508731;16.23;5.35;124.602265525046;0.978;0.71;150;3481.34862999753
711.0;300;20.81;17.1771858714534;4.27620150550087;16.31;5.27;131.568426986794;0.89;0.717;151;3570.15471342282
713.0;300;20.8;17.2940503432494;4.15617848970252;16.39;5.18;139.505487230298;0.8;0.734;151;3647.62486247041
715.0;300;20.8;17.3648264086511;4.08651109846329;16.46;5.11;143.020781497857;0.76;0.744;151;3660.00720010091
716.0;300;20.79;17.3791927231381;4.08470722001137;16.48;5.11;141.769656519493;0.771;0.748;152;3594.3987657239
718.0;300;20.79;17.3346579619642;4.1243258586432;16.47;5.13;139.221545741464;0.803;0.746;152;3580.93596464116
719.0;300;20.78;17.2958462842611;4.15089008194405;16.44;5.17;138.95675809805;0.815;0.744;152;3607.03445331621
