TEMPO;LOAD;FIO2;FEO2;FECO2;FETO2;FETCO2;VE;TI;TE;HR;VO2
89.0;50;20.76;15.3727369542066;4.90947816826411;14.15;5.98;30.4525635275417;1.727;2.048;80;1290.09264552911
94.0;50;20.75;15.5114503816794;4.86005089058524;14.27;5.94;31.4139403143689;1.759;2.07;80;1291.23757667402
97.0;50;20.75;15.648596321394;4.81122942884802;14.41;5.89;33.6257677990252;1.723;2.038;81;1343.12011546881
100.0;50;20.75;15.71907957814;4.81783317353787;14.51;5.88;34.7268906972532;1.714;1.963;81;1364.03230214146
102.0;50;20.75;15.8171482709616;4.78446234012316;14.65;5.82;36.5237726387459;1.65;1.888;81;1402.15933610129
105.0;50;20.77;15.8374875373878;4.81056829511466;14.75;5.79;35.4690119835744;1.657;1.805;80;1357.43502746453
108.0;50;20.77;15.8957293399889;4.78092068774265;14.85;5.76;34.1377778565485;1.541;1.692;80;1283.15643085118
112.0;50;20.78;15.9361302442079;4.76518472135254;14.9;5.75;31.8635959820919;1.464;1.604;79;1181.25098488767
119.0;50;20.78;16.0036719706242;4.7062423500612;14.92;5.76;31.0725074918113;1.452;1.767;79;1136.14654995873
123.0;100;20.8;15.9637188208617;4.76190476190476;14.86;5.83;29.9445702237859;1.614;1.992;78;1112.57640383138
126.0;100;20.8;15.8608058608059;4.84563055991627;14.73;5.95;29.2738897845895;1.79;2.206;77;1116.11184283064
130.0;100;20.81;15.684584178499;4.97464503042596;14.55;6.08;28.7890460301221;1.958;2.235;77;1144.18183959018
133.0;100;20.8;15.5136476426799;5.09677419354839;14.36;6.2;28.8592977229491;2.086;2.188;78;1186.27861966331
136.0;100;20.79;15.3521126760563;5.20083463745436;14.25;6.25;29.1614669233895;2.081;1.943;79;1233.62813794375
140.0;100;20.77;15.2050997782705;5.28270509977827;14.18;6.27;29.5105956788628;2.074;1.668;81;1277.97742619684
143.0;100;20.75;15.1479976784678;5.3047011027278;14.17;6.25;30.6421784437989;1.993;1.449;83;1334.25844292534
147.0;100;20.74;15.206013363029;5.26726057906459;14.21;6.21;32.0241605795625;1.99;1.443;85;1378.77998263308
150.0;100;20.74;15.3436334576452;5.16249334043687;14.32;6.13;34.1752570185564;1.874;1.488;86;1435.32852135848
152.0;100;20.75;15.4479917610711;5.10298661174047;14.43;6.05;35.6129638711211;1.818;1.52;88;1468.63656989086
155.0;100;20.76;15.5938123752495;5;14.56;5.97;37.9787284975133;1.656;1.574;88;1525.52699776393
159.0;100;20.78;15.7388809182209;4.90674318507891;14.68;5.89;40.0616097634481;1.55;1.645;89;1569.34717962879
163.0;100;20.78;15.9495351925631;4.7675962815405;14.84;5.79;43.9265133952395;1.416;1.732;89;1646.79914925936
166.0;100;20.78;16.0865874363328;4.69864176570458;15;5.71;44.8719186422824;1.48;1.734;89;1630.78258728494
168.0;100;20.78;16.1781848459617;4.65029142381349;15.13;5.66;45.8193065254373;1.501;1.708;89;1630.85833539574
170.0;100;20.77;16.2164540255169;4.64144302683678;15.2;5.65;44.9701516643117;1.502;1.592;89;1577.0392853376
172.0;100;20.77;16.2256068538791;4.64540694907187;15.19;5.69;44.8740318894102;1.402;1.464;89;1564.05436721254
175.0;100;20.78;16.1464788732394;4.68732394366197;15.1;5.77;41.313104809083;1.336;1.294;89;1461.22611408268
177.0;100;20.79;16.0208741030659;4.74885844748858;14.92;5.89;38.6013436395415;1.223;1.208;89;1399.98884738414
180.0;100;20.79;15.8272327964861;4.84626647144949;14.71;6.02;35.2815437273466;1.204;1.166;89;1329.51228296136
183.0;100;20.8;15.7060931899642;4.88172043010753;14.52;6.12;35.3445538146638;1.208;1.208;89;1374.50476861459
186.0;100;20.81;15.5206149545772;4.98252969951083;14.34;6.21;33.7037775833887;1.365;1.234;89;1369.97682696057
189.0;100;20.81;15.3683536194747;5.08648302370275;14.2;6.27;34.6335036426453;1.478;1.281;88;1459.11251408793
193.0;100;20.8;15.2122641509434;5.2063679245283;14.1;6.31;35.4326352427666;1.625;1.305;88;1541.82722473151
195.0;100;20.79;15.1971907077256;5.22420313344138;14.11;6.27;37.643079858545;1.661;1.349;88;1645.59957929893
198.0;100;20.78;15.2356817029904;5.21540800810948;14.16;6.22;39.1995077002224;1.689;1.392;88;1700.55710036103
201.0;100;20.77;15.3713464302827;5.12218495448011;14.29;6.12;42.0098619907541;1.598;1.443;89;1774.48070358614
204.0;100;20.77;15.5297397769517;5.0185873605948;14.44;6.04;44.3090647895388;1.49;1.483;90;1815.06203436097
207.0;100;20.77;15.7707509881423;4.85726833552921;14.62;5.93;47.7664503528833;1.368;1.55;90;1862.5696652032
211.0;100;20.78;15.9075487701442;4.7921967769296;14.74;5.89;48.5342208999537;1.387;1.587;91;1840.5222189313
215.0;100;20.78;15.9421487603306;4.8099173553719;14.79;5.91;47.5862488280206;1.505;1.608;92;1787.36709927617
218.0;100;20.79;15.8466051969824;4.92036881810562;14.71;6.02;44.7334588418975;1.649;1.616;93;1715.86399254753
222.0;100;20.8;15.7070919009652;5.06084767100294;14.6;6.15;42.7273296597965;1.786;1.628;93;1689.76217734941
225.0;100;20.8;15.4947916666667;5.24305555555556;14.44;6.29;40.1010119624575;1.902;1.615;94;1653.29425366597
229.0;100;20.8;15.2901785714286;5.41964285714286;14.3;6.41;38.3438515063285;2.016;1.56;94;1643.12433636795
231.0;100;20.8;15.1754385964912;5.49399815327793;14.25;6.43;37.9364333906911;2.005;1.49;93;1661.29206668059
234.0;100;20.81;15.2398355413431;5.43170397441754;14.33;6.35;39.8204275668296;1.949;1.416;93;1728.47203102022
236.0;100;20.81;15.4136029411765;5.28033088235294;14.5;6.21;42.2588727478739;1.794;1.358;93;1774.76639031563
239.0;100;20.81;15.5971896955504;5.13817330210773;14.69;6.08;44.3468696565601;1.652;1.295;93;1794.02358976112
241.0;150;20.81;15.7985611510791;4.97362110311751;14.86;5.97;46.9226337771017;1.435;1.285;93;1819.04203830449
244.0;150;20.82;15.9481915933529;4.88269794721408;14.99;5.9;48.600018739025;1.302;1.275;93;1823.67466311312
247.0;150;20.82;16.0229540918164;4.85528942115769;15.05;5.89;48.7758620465081;1.251;1.264;93;1795.31693579841
249.0;150;20.82;16.0101781170483;4.91603053435115;15.06;5.92;47.3372599227543;1.321;1.22;93;1741.07030808494
251.0;150;20.82;15.9785385794584;4.97700562084824;15.04;5.95;47.0889432795016;1.356;1.188;94;1741.39991806551
254.0;150;20.82;15.9766615931;5.0076103500761;15.04;5.97;47.3699476969841;1.382;1.165;95;1750.17971617684
256.0;150;20.81;15.9730538922156;5.01996007984032;15.02;5.99;48.4292511042116;1.375;1.158;97;1786.08163424035
258.0;150;20.81;15.9691848906561;5.01491053677932;15.03;5.99;49.7419219740042;1.334;1.142;98;1837.42563128464
263.0;150;20.81;16.0165593376265;4.98160073597056;15.04;5.98;53.0612202795582;1.268;1.24;100;1944.67156635714
266.0;150;20.8;16.0958333333333;4.92916666666667;15.09;5.96;55.753976546475;1.237;1.398;101;2007.5208068376
270.0;150;20.79;16.1215303825956;4.9437359339835;15.09;5.98;56.0998435002145;1.333;1.576;102;2005.41932844478
272.0;150;20.79;16.1278735632184;4.96048850574713;15.09;6.02;55.1334858336964;1.422;1.669;103;1969.29323298874
275.0;150;20.78;16.1099512874043;5;15.05;6.07;54.1479823082346;1.52;1.729;103;1935.55380275821
278.0;150;20.77;16.1145120633777;4.99819949585884;15.03;6.09;52.9891247416996;1.524;1.684;104;1885.50522880981
280.0;150;20.77;16.0723912206392;5.02887947631883;15;6.11;51.3139872680359;1.538;1.56;104;1840.11299390986
284.0;150;20.77;16.0636994691711;5.02654144548795;15;6.1;51.7827896317942;1.463;1.432;104;1857.91028923123
287.0;150;20.78;16.0290556900726;5.06860371267151;14.99;6.1;52.5958250230445;1.481;1.403;105;1905.66201478392
291.0;150;20.79;16.0122230710466;5.09931245225363;14.98;6.11;53.7051642688086;1.52;1.464;104;1960.4378971265
296.0;150;20.79;15.90571640683;5.21158129175947;14.87;6.21;50.6319972073862;1.7;1.557;104;1891.54715204903
298.0;150;20.79;15.8181818181818;5.28727272727273;14.73;6.33;49.1062879898258;1.787;1.641;104;1870.12154856439
300.0;150;20.78;15.7291666666667;5.33482142857143;14.59;6.43;47.6378504875382;1.79;1.664;105;1844.99452800783
303.0;150;20.77;15.745247148289;5.28136882129278;14.57;6.41;49.2025577075564;1.654;1.618;105;1896.6641287975
306.0;150;20.77;15.7877813504823;5.21704180064309;14.63;6.34;49.3354362057964;1.577;1.51;105;1884.19960739615
308.0;150;20.77;15.8980682285245;5.0924784217016;14.78;6.21;53.1329876784556;1.439;1.364;105;1983.95257659483
310.0;150;20.78;16.0084566596195;4.98520084566596;14.95;6.09;56.0903779531366;1.349;1.232;105;2049.87118886817
313.0;150;20.79;16.0909856781803;4.93681550126369;15.1;5.99;59.4599772822403;1.294;1.15;104;2137.58640754351
316.0;150;20.8;16.1207996597193;4.93832411739685;15.17;5.97;57.5188970487127;1.352;1.15;104;2056.11659906949
319.0;150;20.81;16.0924369747899;5;15.16;6.02;56.6216338120075;1.378;1.195;103;2038.13700756316
321.0;150;20.81;16.0660535117057;5.04180602006689;15.12;6.06;55.4839039178837;1.373;1.266;102;2006.98440599103
324.0;150;20.81;15.9759635308744;5.13883133029424;15.03;6.16;53.7118182040163;1.442;1.308;102;1980.45938227361
327.0;150;20.8;15.8958068614994;5.2011859381618;14.94;6.22;51.6158616488258;1.49;1.31;102;1931.74270496113
330.0;150;20.78;15.8270042194093;5.24894514767932;14.85;6.28;51.3359276707226;1.534;1.292;102;1942.04030774375
332.0;150;20.76;15.8368376787216;5.21446593776283;14.84;6.25;53.0871762794051;1.479;1.263;102;1997.61151394139
334.0;150;20.74;15.8725531028738;5.17284464806331;14.87;6.2;55.0254366978828;1.457;1.214;102;2045.6896586239
336.0;150;20.74;15.9689597315436;5.06291946308725;14.96;6.09;58.1867291382092;1.33;1.178;102;2120.48160818213
338.0;150;20.75;16.0650887573965;4.96618765849535;15.06;5.99;60.8020481600037;1.214;1.168;102;2175.73589130339
341.0;150;20.75;16.0958605664488;4.93246187363834;15.11;5.95;61.508029812265;1.132;1.152;102;2183.11129445353
344.0;150;20.76;16.0972404730618;4.94524748138414;15.12;5.97;60.8666295514867;1.132;1.164;102;2163.57273675036
347.0;150;20.77;16.0414866032844;5.00864304235091;15.07;6.03;59.2666909091198;1.196;1.194;102;2138.50034692649
349.0;150;20.78;15.9966777408638;5.05813953488372;15.03;6.08;58.353695154643;1.28;1.246;102;2134.29511680729
352.0;150;20.78;15.9375;5.12987012987013;14.96;6.15;57.0674893247423;1.374;1.269;103;2113.67142157203
354.0;150;20.78;15.9110933119744;5.15818982779335;14.92;6.18;56.8213422111686;1.414;1.276;103;2115.6557594568
357.0;150;20.78;15.9135399673736;5.16721044045677;14.9;6.21;56.703745993311;1.402;1.245;104;2107.19324899293
359.0;150;20.77;15.9356477561389;5.13124470787468;14.92;6.18;57.3752483479348;1.332;1.188;104;2115.35576908917
362.0;200;20.78;16.0093696763203;5.04684838160136;14.98;6.13;58.8328451721773;1.271;1.172;104;2141.74754547987
365.0;200;20.78;16.062893081761;5.0020964360587;15.03;6.09;59.1785690712249;1.288;1.179;104;2128.49806162973
367.0;200;20.79;16.1099712761592;4.96512105047189;15.07;6.06;59.4329152761133;1.304;1.206;104;2122.00608389616
369.0;200;20.8;16.0935576528519;4.98563807960607;15.07;6.07;59.3383521650932;1.31;1.204;103;2131.79721931485
372.0;200;20.8;16.0832659660469;5;15.06;6.07;60.0243783139624;1.296;1.227;103;2161.91746346203
374.0;200;20.79;16.0387252924566;5.05849132714804;15.02;6.11;60.0267296623986;1.3;1.228;104;2175.39508681909
376.0;200;20.77;16.0373608903021;5.0516693163752;15.01;6.11;62.0267667054476;1.242;1.241;105;2239.70714674437
379.0;200;20.76;16.0567210567211;5.02719502719503;15.01;6.09;64.3639005287822;1.188;1.26;106;2310.25477177322
382.0;200;20.75;16.0950954698615;4.97192062897791;15.04;6.04;65.8214616918441;1.176;1.308;107;2342.85072776088
384.0;200;20.74;16.123492875411;4.95067592254293;15.06;6.03;65.5479590641782;1.206;1.35;109;2312.82536957462
387.0;200;20.73;16.1311475409836;4.93624772313297;15.08;6.02;64.6021872851619;1.229;1.372;110;2270.48822154707
390.0;200;20.73;16.1117117117117;4.96576576576577;15.05;6.06;63.6443183706278;1.265;1.404;111;2245.80855897931
393.0;200;20.73;16.0499637943519;5.02172338884866;14.99;6.12;61.9307376813636;1.32;1.41;111;2217.02556255521
395.0;200;20.72;15.9978386167147;5.07204610951009;14.92;6.17;61.949653281549;1.335;1.408;112;2237.23387953271
398.0;200;20.73;15.9715808170515;5.07992895204263;14.88;6.18;63.3744812558067;1.338;1.381;112;2311.28263865826
401.0;200;20.73;15.9765759559077;5.08095074061316;14.88;6.17;65.5484979350314;1.347;1.364;112;2389.38688967346
404.0;200;20.73;15.9871967654987;5.07412398921833;14.9;6.14;67.4390635513311;1.348;1.346;112;2452.49225581226
407.0;200;20.74;16.0013153567905;5.07070042749096;14.92;6.12;69.2520097743185;1.322;1.366;112;2517.9284152023
410.0;200;20.75;16.0045074050225;5.07726980038635;14.92;6.14;69.3139852638657;1.333;1.41;113;2523.93312268989
412.0;200;20.76;15.989168525008;5.10672188595094;14.89;6.19;68.1860531730068;1.347;1.471;114;2496.37953256018
415.0;200;20.77;15.9433354797167;5.16419832582099;14.82;6.26;65.9251947221857;1.386;1.498;114;2439.8666431592
419.0;200;20.78;15.8833063209076;5.22204213938412;14.73;6.35;64.5395707303602;1.41;1.516;115;2424.88794202719
421.0;200;20.79;15.8635324844923;5.22690173032974;14.69;6.37;64.3873946137366;1.426;1.486;115;2436.839306382
423.0;200;20.78;15.8557660352277;5.22432701894317;14.7;6.36;64.4924997306379;1.444;1.412;115;2438.69722964327
425.0;200;20.76;15.8799313893653;5.18696397941681;14.77;6.29;65.6016678466434;1.42;1.3;115;2456.62163148596
428.0;200;20.75;15.9162303664921;5.14485165794066;14.86;6.22;67.2453510501166;1.392;1.216;115;2493.98157084481
430.0;200;20.74;16.0171612441902;5.05899177690383;14.99;6.1;69.8260100216308;1.318;1.134;115;2523.84754890747
432.0;200;20.73;16.101756954612;4.98169838945827;15.12;6;72.1149276703851;1.252;1.067;116;2550.81521774301
434.0;200;20.72;16.2186447023587;4.88206664170723;15.25;5.91;75.2764782884625;1.15;1.022;117;2581.90283159589
436.0;200;20.71;16.294776119403;4.82462686567164;15.33;5.86;77.7494928072467;1.085;1.025;118;2610.04153504335
438.0;200;20.71;16.361960928861;4.78068558791006;15.38;5.85;80.344202267073;1.015;1.052;119;2653.46028615294
441.0;200;20.71;16.3692196531792;4.79407514450867;15.38;5.87;80.3786495211681;1.018;1.09;119;2646.48110330723
443.0;200;20.72;16.3755768548101;4.81718139865105;15.37;5.91;79.7215168630166;1.03;1.133;120;2625.03604533164
445.0;200;20.73;16.3722397476341;4.84402383456011;15.36;5.94;78.6672598638308;1.058;1.162;121;2595.5623338402
447.0;200;20.75;16.3677758318739;4.85814360770578;15.35;5.96;77.638268919534;1.077;1.174;121;2578.06720710266
450.0;200;20.77;16.3955119214586;4.84572230014025;15.35;5.96;77.3162549502308;1.082;1.176;121;2561.24423896325
453.0;200;20.78;16.3942476324097;4.86145212206243;15.34;5.98;76.0762382116555;1.118;1.176;120;2524.37220665091
456.0;200;20.79;16.3834868645513;4.89252814738997;15.32;6.01;75.2899488309707;1.185;1.198;120;2510.88564984125
459.0;200;20.8;16.2950711214026;4.99834601389348;15.24;6.1;72.5961413542049;1.323;1.226;119;2478.317454749
461.0;200;20.8;16.2043561819347;5.08648302370275;15.15;6.18;70.9646019681087;1.425;1.268;118;2475.84686307974
463.0;200;20.8;16.0901534526854;5.16943734015345;15.04;6.26;69.374982761093;1.486;1.274;118;2487.36222635297
465.0;200;20.78;16.0529715762274;5.16149870801034;15;6.25;70.4782928144108;1.431;1.258;118;2540.94053371525
468.0;200;20.76;16.0118851105976;5.16342027071641;14.97;6.24;71.5335044877964;1.372;1.22;118;2593.79588198564
471.0;200;20.74;16.0469732054251;5.10089315249752;15;6.19;74.7364960871843;1.263;1.213;119;2678.64581128711
473.0;200;20.73;16.0848287112561;5.05709624796085;15.04;6.15;77.0823827261165;1.21;1.224;119;2735.89608987501
476.0;200;20.74;16.1627906976744;5.00314267756128;15.1;6.11;79.4373843006182;1.188;1.264;119;2777.43279474568
478.0;200;20.74;16.2099481232835;4.99542264266097;15.14;6.11;79.0992595477251;1.232;1.304;119;2730.22071994718
481.0;250;20.75;16.251507840772;4.97587454764777;15.18;6.1;78.7366321940575;1.242;1.336;120;2696.98360388408
483.0;250;20.76;16.2966360856269;4.93577981651376;15.23;6.06;78.2208791217068;1.228;1.331;120;2657.5365734325
485.0;250;20.76;16.3371356147022;4.88276299112801;15.29;6.01;78.0246052435176;1.193;1.283;121;2625.74280355805
488.0;250;20.76;16.3280736357659;4.89809335963182;15.31;6;76.598360959873;1.221;1.21;121;2579.84524148649
490.0;250;20.76;16.3108108108108;4.91554054054054;15.32;6;76.1307274985796;1.238;1.142;121;2571.08506303772
492.0;250;20.77;16.3156100886162;4.92842535787321;15.33;6;76.555663991668;1.257;1.089;122;2586.6637065663
494.0;250;20.78;16.3627118644068;4.89152542372881;15.38;5.96;78.9243877822492;1.224;1.064;122;2644.13405564912
496.0;250;20.79;16.4144626715768;4.84767325075326;15.43;5.92;81.2639503950529;1.196;1.054;123;2697.19980022526
498.0;250;20.8;16.5031911320121;4.74302989586832;15.53;5.82;84.7589563665282;1.1;1.05;124;2765.33657013101
500.0;250;20.8;16.5861130020422;4.63921034717495;15.63;5.71;87.771810934498;1.008;1.041;124;2809.57352679243
502.0;250;20.8;16.6724921356169;4.53337993708494;15.72;5.62;90.2272141465074;0.914;1.027;125;2828.50431568533
504.0;250;20.81;16.6655052264808;4.52264808362369;15.73;5.61;90.047125391656;0.913;1.038;125;2838.74839872068
507.0;250;20.81;16.6103448275862;4.58620689655172;15.67;5.68;87.8803654661487;0.962;1.058;126;2807.69022483576
509.0;250;20.81;16.5308184573931;4.67160660154934;15.57;5.77;85.8894378201178;1.024;1.092;126;2798.21643393765
511.0;250;20.81;16.4544235924933;4.74865951742627;15.47;5.85;83.7891049213849;1.075;1.105;126;2779.9309921077
513.0;250;20.81;16.4338482202821;4.77165883143049;15.42;5.87;83.2768247638735;1.086;1.103;126;2775.33076652429
515.0;250;20.81;16.4137214137214;4.7990297990298;15.39;5.88;82.4364690436089;1.089;1.054;126;2756.29397612502
516.0;250;20.81;16.4298528884105;4.77574452816649;15.4;5.84;83.7923597112993;1.04;0.996;126;2789.12665174609
518.0;250;20.81;16.4401772525849;4.74150664697193;15.42;5.8;86.2463059238415;0.98;0.942;127;2865.67209731076
520.0;250;20.81;16.4968623108158;4.67331118493909;15.47;5.75;89.8789231467245;0.92;0.925;127;2950.48623267083
522.0;250;20.81;16.4735698769008;4.70673425054308;15.45;5.78;90.6546455067681;0.932;0.933;127;2992.4946158882
524.0;250;20.81;16.4705882352941;4.70942593905032;15.44;5.79;91.2539392895518;0.935;0.958;127;3016.41382164923
526.0;250;20.81;16.4536082474227;4.73539518900344;15.41;5.84;91.1619603083181;0.958;0.996;127;3024.52987669704
529.0;250;20.8;16.4857710125745;4.72203838517538;15.4;5.85;90.7240564452109;0.996;1.043;127;2977.25671852593
532.0;250;20.8;16.4467005076142;4.78743654822335;15.35;5.92;88.8324446144642;1.083;1.089;127;2940.94578188278
534.0;250;20.79;16.4298836497244;4.82547458665034;15.31;5.96;88.1491961164526;1.136;1.132;127;2921.73000557865
536.0;250;20.78;16.3793103448276;4.88109393579073;15.26;6.02;88.0005437437092;1.168;1.172;128;2944.5251623274
539.0;250;20.78;16.3596746077862;4.91574665891923;15.24;6.06;87.9732373807008;1.19;1.205;128;2956.21881800036
541.0;250;20.77;16.3221709006928;4.9566974595843;15.21;6.08;88.0210022285643;1.198;1.211;129;2975.03919213484
543.0;250;20.78;16.3468850541094;4.931266452179;15.26;6.03;89.1725604877981;1.161;1.186;129;3004.92014689331
545.0;250;20.78;16.3903023046992;4.86381322957198;15.34;5.95;91.3413882529537;1.095;1.144;129;3050.09591991072
547.0;250;20.79;16.4837522992029;4.76701410177805;15.45;5.86;93.5257723240193;1.04;1.095;130;3060.53629330855
549.0;250;20.8;16.5382205513784;4.70551378446115;15.54;5.8;95.0353105573682;1.01;1.046;130;3078.79381971666
551.0;250;20.8;16.5862944162437;4.6763959390863;15.58;5.78;96.2794758995091;0.992;1.012;131;3077.65153196822
553.0;250;20.81;16.5515075376884;4.72047738693467;15.56;5.81;96.2483420964358;1.023;1.002;132;3111.73810637495
555.0;250;20.81;16.511915815537;4.76942123181678;15.52;5.85;95.1322338091382;1.063;1.016;132;3104.62649487871
557.0;250;20.81;16.4477703115455;4.82284667073916;15.47;5.89;93.8258813449349;1.102;1.034;133;3112.76257070087
559.0;250;20.8;16.436887254902;4.81924019607843;15.47;5.88;93.8909541127574;1.08;1.048;133;3116.43028644727
561.0;250;20.78;16.414686825054;4.81024375192842;15.46;5.86;94.7883642092841;1.044;1.049;133;3151.77756123277
563.0;250;20.76;16.4375963020031;4.77349768875193;15.49;5.82;96.8960483757877;0.995;1.055;134;3190.28307621909
566.0;250;20.74;16.4531722054381;4.77039274924471;15.49;5.82;98.9818067785933;0.979;1.068;134;3226.10221493395
568.0;250;20.73;16.4735002912056;4.76412347117065;15.49;5.83;101.109282234782;0.989;1.09;134;3271.23416769202
571.0;250;20.72;16.4457494407159;4.82102908277405;15.44;5.88;100.136539349471;1.08;1.106;133;3248.58824706197
573.0;250;20.72;16.4404018463209;4.85473798533804;15.42;5.92;98.6212990231224;1.171;1.115;133;3199.82910845863
575.0;250;20.74;16.4497041420118;4.86551909628833;15.43;5.92;97.4275480606909;1.226;1.11;133;3167.86403278945
577.0;250;20.75;16.4884667571235;4.83039348710991;15.48;5.88;97.3966822137411;1.217;1.099;133;3145.49906445566
579.0;250;20.75;16.5220994475138;4.80939226519337;15.53;5.85;96.8495877192346;1.19;1.098;134;3098.47050594086
582.0;250;20.75;16.5652052499302;4.76682490924323;15.57;5.83;97.902876783546;1.12;1.119;134;3097.92766773925
584.0;250;20.75;16.594730941704;4.73374439461883;15.58;5.82;99.457545199124;1.046;1.15;134;3126.22934265332
586.0;250;20.73;16.6150380174599;4.70290059138271;15.58;5.82;100.913716116927;0.986;1.168;135;3137.40188048349
588.0;250;20.72;16.5988700564972;4.7090395480226;15.57;5.84;100.694609244862;0.989;1.163;135;3137.50308781834
590.0;250;20.72;16.6030208036478;4.69364491308065;15.57;5.83;101.081030245817;0.989;1.136;135;3147.84545907876
592.0;250;20.72;16.5990862364363;4.6973158195317;15.59;5.81;101.404303089772;1.018;1.096;135;3161.32757981699
594.0;250;20.73;16.5883027522936;4.70470183486239;15.6;5.79;100.760600118268;1.06;1.059;134;3158.41336093529
596.0;250;20.73;16.5856448384329;4.72690877895339;15.61;5.79;100.122839397269;1.104;1.034;134;3136.81363330606
598.0;250;20.73;16.6084716657126;4.71665712650258;15.63;5.77;100.459836059704;1.109;1.02;134;3126.55240925922
600.0;300;20.73;16.6371428571429;4.69714285714286;15.66;5.74;101.250600326848;1.108;1.008;134;3126.52414916058
602.0;300;20.74;16.6800573888092;4.64849354375897;15.7;5.69;102.759186893237;1.076;1;134;3149.40987078243
604.0;300;20.74;16.7330447330447;4.58874458874459;15.77;5.62;104.742621031454;1.036;0.989;135;3167.80928548319
606.0;300;20.75;16.7727803738318;4.5356308411215;15.82;5.57;106.231153352904;1;0.973;135;3192.29345497463
608.0;300;20.75;16.7900503405389;4.50399763103346;15.87;5.54;107.218383932242;0.981;0.947;136;3210.02282856401
610.0;300;20.75;16.7853935947321;4.49865309787489;15.89;5.53;108.265414662977;0.963;0.926;136;3247.12388044796
612.0;300;20.75;16.779407363065;4.50164621370847;15.92;5.51;108.841601010305;0.965;0.914;136;3270.86010839973
614.0;300;20.75;16.7497773820125;4.53547046601365;15.9;5.54;108.597861222062;0.982;0.917;137;3288.77707946247
616.0;300;20.74;16.7295226870949;4.54625810253388;15.88;5.56;108.319952535338;0.988;0.93;137;3289.68390968857
617.0;300;20.73;16.7166372721928;4.54732510288066;15.83;5.58;108.349310470055;0.976;0.946;138;3293.06748071842
619.0;300;20.73;16.714790807307;4.54331172657631;15.82;5.58;108.038309393021;0.979;0.944;139;3288.42547477627
621.0;300;20.73;16.7302533532042;4.53353204172876;15.81;5.57;107.919260840531;0.974;0.929;139;3268.93788843694
623.0;300;20.73;16.7790487658037;4.50030102347983;15.85;5.53;109.800387212084;0.948;0.904;139;3279.15608859603
625.0;300;20.73;16.8398791540785;4.45619335347432;15.89;5.49;111.6955669657;0.92;0.894;139;3277.69192429246
